apartment_id,city,listing_title,price,beds,square_footage,listing_url,usc_commute,work_commute,walk_score,bike_score
144,Redondo Beach,Act fast to get this great rate! Adorable Unit * Affordable Price! *,4500,2,,https://losangeles.craigslist.org/wst/apa/d/redondo-beach-act-fast-to-get-this/7932179807.html,33.0,20.0,90,75
145,Redondo Beach,Affordable price! * Incredible Apartment * New bathroom fixtures!,1115,2,,https://losangeles.craigslist.org/lgb/apa/d/long-beach-affordable-price-incredible/7932163515.html,33.0,20.0,90,75
146,Redondo Beach,Incredible Townhouse ~ Designer fixtures - Custom cabinetry * UNIQUE!,3799,2,,https://losangeles.craigslist.org/wst/apa/d/redondo-beach-incredible-townhouse/7932156702.html,33.0,20.0,90,75
147,Redondo Beach,******$2995.00 Fully Remodeled 2 Bed / 1 Bath in North Redondo!!****,2995,2,780.0,https://losangeles.craigslist.org/wst/apa/d/redondo-beach-fully-remodeled-bed-bath/7929024438.html,33.0,20.0,90,75
148,Redondo Beach,THIS IS YOUR HAPPY PLACE,3200,2,1300.0,https://losangeles.craigslist.org/wst/apa/d/redondo-beach-this-is-your-happy-place/7930796165.html,33.0,20.0,90,75
149,Redondo Beach,MODERN COASTAL SOUTH REDONDO BEACH FRONT HOUSE Freestanding of (2 on a,5000,2,,https://losangeles.craigslist.org/wst/apa/d/hermosa-beach-modern-coastal-south/7930349263.html,33.0,20.0,90,75
150,Redondo Beach,Beautiful 2Bed/1.5Ba townhouse apartment in North Redondo Beach,2999,2,1000.0,https://losangeles.craigslist.org/wst/apa/d/redondo-beach-beautiful-2bed-15ba/7928950675.html,33.0,20.0,90,75
151,Malibu,OPEN HOUSE 10-5~SPACIOUS ~LAMINATE THROUGHOUT ~A/C ~PET FRIENDLY,3195,2,,https://losangeles.craigslist.org/wst/apa/d/malibu-open-house-10-5spacious-laminate/7932311712.html,61.0,62.0,50,39
152,Malibu,Malibu GuestHouse Scenic Ocean & Cyn Views avaiable for film location,3700,2,985.0,https://losangeles.craigslist.org/sfv/apa/d/malibu-malibu-guesthouse-scenic-ocean/7927377338.html,61.0,62.0,50,39
153,Malibu,PRICE REDUCE  - 2BD UNITS Available PRICES REDUCED,3750,2,950.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-price-reduce-2bd-units/7931672553.html,61.0,62.0,50,39
154,Malibu,2BD/2BA - 3RD St. - (1033),3795,2,,https://losangeles.craigslist.org/wst/apa/d/santa-monica-2bd-2ba-3rd-st/7931672615.html,61.0,62.0,50,39
155,Malibu,Remodeled 2BD/2BA - 1114 6th St (AVAILABLE) - RENT SPECIAL,3995,2,950.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-remodeled-2bd-2ba-th-st/7929471629.html,61.0,62.0,50,39
156,Malibu,"$3,300 / 2br - New Construction Open Modern Floor Plan 2Bed 2Bath Priv",3300,2,,https://losangeles.craigslist.org/wst/apa/d/calabasas-br-new-construction-open/7932337332.html,61.0,62.0,50,39
157,Malibu,"$3,300 / 2br - 1000ft2 - New Construction Open Modern Floor Plan 2Bed",3300,2,,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-br-ft2-new-construction/7932338470.html,61.0,62.0,50,39
158,Malibu,2Bed 2Bath New Construction Open Modern Floor Plan 2Bed,3300,2,,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-2bed-2bath-new/7932340374.html,61.0,62.0,50,39
159,Malibu,1 MONTH FREE RENT/NEWLY RENOVATED UNITS WITH MODERN FEATURES,2295,2,,https://losangeles.craigslist.org/sgv/apa/d/alhambra-month-free-rent-newly/7932733277.html,61.0,62.0,50,39
160,Malibu,Renovated Modern Apt - New Flooring - Designer Finishes,4850,2,,https://losangeles.craigslist.org/wst/apa/d/santa-monica-renovated-modern-apt-new/7932075357.html,61.0,62.0,50,39
161,Malibu,Venice Ultra-Cool Loft Style Condo With Ocean Views **!*!*!*!*!,4200,2,1243.0,https://losangeles.craigslist.org/wst/apa/d/venice-venice-ultra-cool-loft-style/7928220371.html,61.0,62.0,50,39
162,Malibu,This hidden gem won't last! 2x1~Spacious Patio!,2245,2,750.0,https://losangeles.craigslist.org/sfv/apa/d/chatsworth-this-hidden-gem-wont-last/7931036076.html,61.0,62.0,50,39
163,Malibu,Hurry- Move in today! This hidden gem won't last! 2x1~Spacious Patio!,2245,2,750.0,https://losangeles.craigslist.org/sfv/apa/d/chatsworth-hurry-move-in-today-this/7930807982.html,61.0,62.0,50,39
164,Malibu,"Move in Toda! This hidden gem won't last, Spacious Patio, 2x1!!!",2245,2,750.0,https://losangeles.craigslist.org/sfv/apa/d/chatsworth-move-in-toda-this-hidden-gem/7930839004.html,61.0,62.0,50,39
165,Malibu,"Breathtaking ocean view 2+2 Penthouse furnished, available",5750,2,1200.0,https://losangeles.craigslist.org/wst/apa/d/pacific-palisades-breathtaking-ocean/7929501611.html,61.0,62.0,50,39
166,Malibu,Hurry-Move in Today-This hidden gem won't last! 2x1~Spacious Patio!,2245,2,750.0,https://losangeles.craigslist.org/sfv/apa/d/chatsworth-hurry-move-in-today-this/7931204005.html,61.0,62.0,50,39
167,Malibu,"Move in Today! Spacious Patio, 2x1-This hidden gem won't last!!!",2245,2,750.0,https://losangeles.craigslist.org/sfv/apa/d/chatsworth-move-in-today-spacious-patio/7929419974.html,61.0,62.0,50,39
168,Malibu,"Move in Today! This hidden gem won't last, Spacious Patio, 2x1!!!",2245,2,750.0,https://losangeles.craigslist.org/sfv/apa/d/chatsworth-move-in-today-this-hidden/7929669112.html,61.0,62.0,50,39
169,Malibu,"This hidden gem won't last, Spacious Patio, 2x1!!!",2295,2,750.0,https://losangeles.craigslist.org/sfv/apa/d/chatsworth-this-hidden-gem-wont-last/7930969281.html,61.0,62.0,50,39
170,Malibu,Hurry 1 left-This hidden gem won't last! 2x1~Spacious Patio!,2295,2,750.0,https://losangeles.craigslist.org/sfv/apa/d/chatsworth-hurry-left-this-hidden-gem/7930760912.html,61.0,62.0,50,39
171,Malibu,Coastal 180° Ocean Views | Private Balcony | 1 Block From Beach,7995,2,1300.0,https://losangeles.craigslist.org/wst/apa/d/hermosa-beach-coastal-180-ocean-views/7928361520.html,61.0,62.0,50,39
172,Malibu,Stylish Apt -  Modern Appliances - Outdoor Lounge - Don’t Miss,5350,2,,https://losangeles.craigslist.org/wst/apa/d/santa-monica-stylish-apt-modern/7929748708.html,61.0,62.0,50,39
